,age,location,family_size,studytime,attendance,english,math,science,social_science,art_culture,total_score,average_score,stu_group
3783,17,0,7,8,95,95,100,93,97,81,466,93.2,2
3784,17,1,6,3,69,49,67,66,63,86,331,66.2,0
3785,15,1,4,6,62,74,81,72,72,73,372,74.4,1
3786,17,2,7,6,90,81,68,81,78,79,387,77.4,1
3787,18,2,7,7,95,87,93,95,94,86,455,91.0,2
3788,18,0,3,5,55,80,73,68,76,69,366,73.2,1
3789,17,1,7,1,59,65,63,59,45,61,293,58.6,0
3790,15,0,7,3,68,43,34,52,63,66,258,51.6,0
3791,18,1,2,2,69,58,44,44,41,55,242,48.4,0
3792,15,2,2,5,84,74,80,80,86,92,412,82.4,1
3793,18,0,7,2,51,59,66,60,44,66,295,59.0,0
3794,16,1,2,4,89,80,82,80,82,77,401,80.2,1
3795,17,1,5,1,60,52,37,60,59,50,258,51.6,0
3796,17,1,5,5,58,68,77,70,82,86,383,76.6,1
3797,15,0,3,7,82,94,81,96,87,83,441,88.2,2
3798,18,2,7,3,52,66,66,70,51,49,302,60.4,0
3799,17,0,4,8,75,81,81,98,81,99,440,88.0,2
3800,17,2,4,1,69,54,66,70,59,65,314,62.8,0
3801,17,0,2,5,64,79,72,76,82,72,381,76.2,1
3802,15,0,2,6,94,86,85,94,87,87,439,87.8,2
3803,17,2,6,6,86,84,98,91,91,90,454,90.8,2
3804,16,1,4,3,67,45,70,50,71,61,297,59.4,0
3805,17,0,3,2,70,54,65,66,59,61,305,61.0,0
3806,17,0,2,6,72,88,81,98,86,98,451,90.2,2
3807,16,4,3,7,67,90,85,89,89,84,437,87.4,2
3808,17,2,2,6,62,68,78,71,72,81,370,74.0,1
3809,16,2,3,1,56,56,68,68,59,64,315,63.0,0
3810,16,0,2,4,56,82,72,78,79,71,382,76.4,1
3811,17,4,5,7,77,98,84,86,92,90,450,90.0,2
3812,17,1,4,6,70,79,77,82,79,73,390,78.0,1
3813,17,2,2,6,92,71,75,68,74,72,360,72.0,1
3814,17,0,3,4,75,78,73,77,75,81,384,76.8,1
3815,15,2,4,4,89,79,70,74,69,75,367,73.4,1
3816,16,2,5,4,75,76,78,72,81,80,387,77.4,1
3817,15,2,4,2,62,52,47,62,48,86,295,59.0,0
3818,17,2,6,8,70,99,96,98,96,93,482,96.4,2
3819,17,0,3,2,73,56,37,58,41,61,253,50.6,0
3820,16,4,6,8,80,86,98,98,82,94,458,91.6,2
3821,15,0,5,1,71,56,48,44,48,61,257,51.4,0
3822,15,2,4,8,82,82,99,88,87,85,441,88.2,2
3823,15,0,5,2,69,44,53,61,55,62,275,55.0,0
3824,16,1,2,3,62,44,59,55,42,66,266,53.2,0
3825,17,0,2,6,80,82,91,100,98,85,456,91.2,2
3826,17,0,4,1,91,53,65,65,48,61,292,58.4,0
3827,17,1,4,5,61,77,73,78,74,75,377,75.4,1
3828,17,2,4,3,70,52,48,47,67,66,280,56.0,0
3829,17,0,3,4,61,75,81,81,69,75,381,76.2,1
3830,18,2,3,3,56,63,48,68,54,69,302,60.4,0
3831,16,1,5,6,89,71,78,70,81,71,371,74.2,1
3832,18,0,6,4,84,82,74,69,68,74,367,73.4,1
3833,17,0,4,3,67,61,70,40,59,69,299,59.8,0
3834,18,2,5,3,69,61,45,55,42,55,258,51.6,0
3835,16,2,3,7,66,82,84,81,83,98,428,85.6,2
3836,15,0,2,4,83,82,67,74,79,92,394,78.8,1
3837,17,2,2,6,50,72,69,81,72,92,386,77.2,1
3838,16,1,2,3,82,59,60,60,57,76,312,62.4,0
3839,17,0,6,7,83,90,82,91,91,92,446,89.2,2
3840,16,2,7,5,50,73,75,79,82,81,390,78.0,1
3841,16,2,6,3,85,44,41,55,59,69,268,53.6,0
3842,15,0,4,3,69,68,63,48,56,62,297,59.4,0
3843,16,0,7,2,51,64,63,57,47,66,297,59.4,0
3844,16,1,5,3,52,47,66,51,51,58,273,54.6,0
3845,17,0,3,6,53,81,81,79,78,72,391,78.2,1
3846,17,1,5,1,67,52,60,56,44,71,283,56.6,0
3847,15,0,2,3,54,63,48,49,45,71,276,55.2,0
3848,18,4,5,8,86,97,96,98,83,95,469,93.8,2
3849,16,0,3,6,51,71,78,68,73,81,371,74.2,1
3850,17,2,4,7,89,88,82,82,92,87,431,86.2,2
3851,18,4,3,8,72,90,92,97,85,85,449,89.8,2
3852,16,0,7,6,64,80,73,81,86,74,394,78.8,1
3853,16,1,7,3,65,40,69,44,52,61,266,53.2,0
3854,17,2,4,1,62,60,45,69,66,66,306,61.2,0
3855,17,0,2,2,52,69,51,60,41,63,284,56.8,0
3856,18,0,5,1,69,62,61,60,69,53,305,61.0,0
3857,16,1,6,4,69,75,75,76,71,72,369,73.8,1
3858,17,0,7,8,88,86,80,96,94,93,449,89.8,2
3859,18,4,3,6,88,95,97,87,96,92,467,93.4,2
3860,15,0,5,4,62,73,67,74,76,79,369,73.8,1
3861,17,0,7,6,72,77,68,70,69,79,363,72.6,1
3862,16,0,4,2,68,45,34,59,44,58,240,48.0,0
3863,17,1,4,3,71,50,66,68,86,44,314,62.8,0
3864,17,0,7,3,70,47,68,70,45,69,299,59.8,0
3865,17,0,6,8,80,87,82,97,94,90,450,90.0,2
3866,15,0,4,5,79,77,82,69,81,81,390,78.0,1
3867,18,2,2,7,83,94,85,80,96,96,451,90.2,2
3868,17,0,5,6,78,77,73,75,68,86,379,75.8,1
3869,15,0,3,4,91,78,70,82,74,80,384,76.8,1
3870,16,4,3,8,82,92,81,81,98,90,442,88.4,2
3871,16,2,6,4,76,75,81,75,81,79,391,78.2,1
3872,15,1,5,4,86,72,75,82,79,77,385,77.0,1
3873,17,2,2,4,78,71,74,74,68,76,363,72.6,1
3874,16,0,7,5,88,74,73,71,80,73,371,74.2,1
3875,17,4,3,6,84,98,92,80,84,85,439,87.8,2
3876,15,1,2,5,70,77,67,77,78,72,371,74.2,1
3877,15,0,4,7,88,99,89,91,91,88,458,91.6,2
3878,17,1,4,2,56,64,59,57,66,76,322,64.4,0
3879,16,1,7,1,70,41,60,63,57,67,288,57.6,0
3880,18,2,7,6,65,82,70,72,71,72,367,73.4,1
3881,17,2,3,4,55,81,75,79,71,86,392,78.4,1
3882,17,1,6,3,51,59,48,64,69,66,306,61.2,0
3883,18,1,6,3,65,55,34,66,61,51,267,53.4,0
3884,18,0,2,6,81,82,85,82,95,92,436,87.2,2
3885,18,2,7,6,82,93,90,86,96,85,450,90.0,2
3886,17,0,7,1,73,66,47,47,57,69,286,57.2,0
3887,17,1,6,1,82,45,45,67,59,69,285,57.0,0
3888,17,2,2,4,61,72,82,75,81,80,390,78.0,1
3889,16,2,6,8,81,82,95,95,91,100,463,92.6,2
3890,17,0,3,2,86,42,47,50,68,71,278,55.6,0
3891,18,2,5,5,57,75,68,72,68,76,359,71.8,1
3892,17,2,2,1,70,59,59,53,57,53,281,56.2,0
3893,16,4,7,8,91,84,95,83,96,92,450,90.0,2
3894,16,2,5,6,92,77,68,77,75,81,378,75.6,1
3895,18,2,7,8,73,95,98,94,90,85,462,92.4,2
3896,17,2,7,3,52,51,63,60,45,55,274,54.8,0
3897,16,2,7,5,78,75,75,79,76,79,384,76.8,1
3898,16,1,2,1,54,41,41,41,56,57,236,47.2,0
3899,17,2,7,4,51,73,69,81,72,86,381,76.2,1
3900,16,0,3,5,94,82,82,79,86,81,410,82.0,1
3901,17,2,3,4,91,82,69,70,72,69,362,72.4,1
3902,18,2,7,1,57,64,44,59,68,44,279,55.8,0
3903,15,0,5,1,67,53,61,58,59,69,300,60.0,0
3904,15,2,2,3,63,45,69,59,68,63,304,60.8,0
3905,16,2,6,4,90,81,80,75,82,79,397,79.4,1
3906,15,2,6,6,91,68,77,78,80,81,384,76.8,1
3907,15,0,2,5,62,69,71,77,82,78,377,75.4,1
3908,17,0,5,7,87,94,95,95,100,86,470,94.0,2
3909,18,0,4,7,67,80,92,81,93,100,446,89.2,2
3910,17,4,6,7,65,81,92,86,91,96,446,89.2,2
3911,16,0,5,8,97,82,94,80,93,92,441,88.2,2
3912,17,2,4,7,70,86,80,83,99,89,437,87.4,2
3913,16,1,2,6,53,75,78,76,80,92,401,80.2,1
3914,16,2,5,1,69,69,68,64,52,61,314,62.8,0
3915,17,1,4,4,72,76,70,76,82,74,378,75.6,1
3916,18,1,6,5,83,71,77,72,82,86,388,77.6,1
3917,16,0,3,6,81,93,92,97,80,92,454,90.8,2
3918,17,2,3,5,91,72,69,79,74,81,375,75.0,1
3919,16,0,3,6,75,97,83,95,91,84,450,90.0,2
3920,16,2,2,6,81,83,92,83,89,90,437,87.4,2
3921,18,0,7,6,76,85,96,91,95,80,447,89.4,2
3922,16,4,7,7,84,100,85,90,92,84,451,90.2,2
3923,17,0,4,8,69,93,83,84,81,84,425,85.0,2
3924,16,0,3,4,66,70,70,69,80,78,367,73.4,1
3925,18,1,3,2,70,66,62,47,63,66,304,60.8,0
3926,17,2,5,7,83,91,98,93,94,92,468,93.6,2
3927,17,1,5,4,59,74,75,75,82,76,382,76.4,1
3928,16,2,3,8,66,99,97,97,87,87,467,93.4,2
3929,18,1,4,4,90,82,68,71,86,72,379,75.8,1
3930,16,4,5,7,89,87,92,82,90,85,436,87.2,2
3931,17,1,3,1,70,58,62,42,58,58,278,55.6,0
3932,16,1,3,2,83,67,60,70,52,64,313,62.6,0
3933,16,0,2,1,86,61,68,58,63,62,312,62.4,0
3934,18,1,4,3,58,52,68,48,59,52,279,55.8,0
3935,17,0,3,8,81,84,82,88,100,86,440,88.0,2
3936,15,2,2,4,66,81,74,77,72,74,378,75.6,1
3937,17,0,7,7,82,82,86,80,85,87,420,84.0,2
3938,17,1,4,1,71,40,64,68,55,53,280,56.0,0
3939,16,1,7,5,89,82,69,82,86,86,405,81.0,1
3940,17,0,5,1,72,49,66,60,65,76,316,63.2,0
3941,17,1,5,3,61,63,47,55,56,54,275,55.0,0
3942,17,4,4,8,91,89,82,80,96,84,431,86.2,2
3943,18,0,2,4,56,73,67,71,69,73,353,70.6,1
3944,18,1,6,4,60,69,72,77,74,74,366,73.2,1
3945,18,1,7,1,64,68,37,58,50,54,267,53.4,0
3946,15,1,7,6,65,82,70,81,82,73,388,77.6,1
3947,17,2,7,8,73,88,82,90,97,93,450,90.0,2
3948,17,0,5,6,50,79,73,81,77,71,381,76.2,1
3949,16,2,7,1,50,42,47,41,69,52,251,50.2,0
3950,17,0,6,8,86,84,92,83,87,92,438,87.6,2
3951,16,1,6,2,82,47,48,68,53,61,277,55.4,0
3952,18,0,7,5,63,79,81,82,72,74,388,77.6,1
3953,18,0,6,6,64,78,75,69,75,74,371,74.2,1
3954,17,4,2,6,86,100,95,92,83,80,450,90.0,2
3955,16,2,6,3,71,63,63,44,44,58,272,54.4,0
3956,17,2,6,6,77,90,91,98,97,84,460,92.0,2
3957,15,2,6,2,85,54,37,54,49,52,246,49.2,0
3958,15,2,5,3,77,51,47,69,53,71,291,58.2,0
3959,17,0,5,5,79,82,78,78,69,75,382,76.4,1
3960,17,1,4,5,85,78,71,78,74,76,377,75.4,1
3961,17,2,3,6,81,99,81,99,81,97,457,91.4,2
3962,17,2,5,6,88,86,85,91,86,93,441,88.2,2
3963,17,4,6,7,75,84,92,84,86,97,443,88.6,2
3964,17,0,4,6,99,91,85,84,80,84,424,84.8,2
3965,18,2,4,4,80,72,74,76,81,75,378,75.6,1
3966,17,1,7,2,65,69,48,68,57,61,303,60.6,0
3967,18,1,5,2,81,70,60,45,58,86,319,63.8,0
3968,17,2,6,5,56,78,77,68,77,74,374,74.8,1
3969,17,1,2,4,59,82,75,71,82,71,381,76.2,1
3970,17,0,2,7,90,100,100,85,86,100,471,94.2,2
3971,15,2,2,1,59,43,48,68,43,51,253,50.6,0
3972,17,4,4,8,80,93,99,81,80,80,433,86.6,2
3973,17,0,7,1,56,54,56,45,86,66,307,61.4,0
3974,17,2,3,5,73,75,70,75,86,73,379,75.8,1
3975,18,4,7,7,70,88,82,97,83,80,430,86.0,2
3976,18,4,4,6,96,95,80,98,96,93,462,92.4,2
3977,16,2,7,4,54,71,77,71,68,79,366,73.2,1
3978,17,1,4,5,65,73,74,78,75,72,372,74.4,1
3979,17,0,7,2,61,43,60,53,49,61,266,53.2,0
3980,17,2,4,1,65,70,70,42,62,64,308,61.6,0
3981,16,2,3,2,93,70,64,57,71,51,313,62.6,0
3982,17,2,7,4,89,72,77,70,79,79,377,75.4,1
3983,17,1,6,1,81,59,51,40,50,67,267,53.4,0
3984,18,0,6,7,68,99,100,100,95,89,483,96.6,2
3985,17,4,3,7,72,90,80,86,84,87,427,85.4,2
3986,18,0,3,8,80,89,82,87,99,81,438,87.6,2
3987,17,1,4,1,70,40,65,63,56,58,282,56.4,0
3988,18,1,3,3,58,58,34,67,69,45,273,54.6,0
3989,18,0,2,3,68,43,68,59,43,76,289,57.8,0
3990,18,0,5,3,61,55,63,42,50,58,268,53.6,0
3991,15,1,4,6,65,76,82,72,74,86,390,78.0,1
3992,15,4,7,8,71,99,90,97,88,80,454,90.8,2
3993,16,2,5,3,69,65,45,66,43,47,266,53.2,0
3994,17,0,5,4,50,77,81,74,76,76,384,76.8,1
3995,17,0,2,1,53,59,69,53,45,76,302,60.4,0
3996,18,0,5,2,69,59,56,42,53,52,262,52.4,0
3997,16,1,3,4,64,72,81,76,68,69,366,73.2,1
3998,17,0,4,6,100,82,82,92,96,92,444,88.8,2
3999,15,0,2,4,52,81,72,79,79,79,390,78.0,1
4000,17,2,5,6,55,73,70,71,72,81,367,73.4,1
4001,15,2,3,5,74,70,78,82,78,92,400,80.0,1
4002,15,0,6,6,68,97,90,93,89,84,453,90.6,2
4003,17,0,4,7,82,99,92,80,95,91,457,91.4,2
4004,16,4,3,7,84,100,90,97,83,93,463,92.6,2
4005,17,1,4,5,51,71,67,81,81,77,377,75.4,1
4006,17,0,2,1,86,51,45,57,42,58,253,50.6,0
4007,17,0,5,6,55,82,82,76,73,77,390,78.0,1
4008,17,1,4,5,92,77,77,70,86,72,382,76.4,1
4009,15,2,5,6,73,82,72,71,76,80,381,76.2,1
4010,17,2,5,8,91,87,94,89,87,84,441,88.2,2
4011,16,1,7,5,87,78,70,68,80,92,388,77.6,1
4012,15,2,2,3,56,66,69,70,61,53,319,63.8,0
4013,17,2,7,3,85,59,67,63,54,55,298,59.6,0
4014,16,2,2,6,85,98,86,85,80,97,446,89.2,2
4015,15,0,7,7,73,85,81,98,85,80,429,85.8,2
4016,15,2,2,4,56,71,78,71,73,79,372,74.4,1
4017,16,2,6,2,86,47,69,57,63,49,285,57.0,0
4018,17,1,2,3,56,44,57,50,63,61,275,55.0,0
4019,18,0,3,8,65,90,92,83,96,96,457,91.4,2
4020,16,2,7,1,72,67,53,59,57,76,312,62.4,0
4021,18,2,4,1,73,64,49,58,52,72,295,59.0,0
4022,17,0,4,3,67,55,61,66,64,65,311,62.2,0
4023,17,0,3,1,68,70,49,57,55,76,307,61.4,0
4024,15,4,5,6,87,91,80,85,80,92,428,85.6,2
4025,17,1,5,2,55,66,48,70,56,52,292,58.4,0
4026,16,4,2,7,85,98,91,100,94,93,476,95.2,2
4027,17,2,4,6,82,100,84,98,83,84,449,89.8,2
4028,16,0,4,5,93,73,73,80,86,92,404,80.8,1
4029,17,2,5,4,50,74,75,80,80,73,382,76.4,1
4030,18,2,4,2,51,52,51,50,55,55,263,52.6,0
4031,17,0,2,6,59,78,74,81,76,80,389,77.8,1
4032,17,2,2,7,99,95,95,83,86,99,458,91.6,2
4033,15,0,7,7,73,100,82,80,84,91,437,87.4,2
4034,16,0,3,5,95,79,69,75,73,81,377,75.4,1
4035,18,2,2,2,70,70,68,52,50,62,302,60.4,0
4036,16,2,2,6,82,78,81,74,68,86,387,77.4,1
4037,15,0,5,6,66,85,82,91,99,85,442,88.4,2
4038,16,2,5,3,65,47,64,44,67,86,308,61.6,0
4039,16,0,6,7,81,92,84,88,100,86,450,90.0,2
4040,17,1,5,6,58,74,70,81,71,69,365,73.0,1
4041,17,0,4,3,70,61,48,50,48,66,273,54.6,0
4042,16,2,7,4,62,77,67,81,86,71,382,76.4,1
4043,15,2,5,7,88,92,80,99,87,98,456,91.2,2
4044,16,0,3,4,86,79,68,82,82,71,382,76.4,1
4045,18,0,5,6,83,88,100,87,84,97,456,91.2,2
4046,18,1,2,3,56,41,64,60,59,61,285,57.0,0
4047,17,2,3,6,89,71,70,74,86,72,373,74.6,1
4048,16,0,2,7,80,98,93,96,86,85,458,91.6,2
4049,17,0,3,6,72,76,78,82,86,73,395,79.0,1
4050,17,2,7,6,78,85,89,88,99,98,459,91.8,2
4051,17,1,5,3,64,67,52,67,66,52,304,60.8,0
4052,15,0,4,8,81,86,97,85,97,85,450,90.0,2
4053,18,1,7,2,62,53,57,59,44,86,299,59.8,0
4054,17,1,2,6,92,82,72,82,72,74,382,76.4,1
4055,17,1,5,4,76,73,74,80,86,78,391,78.2,1
4056,16,1,2,3,83,64,57,61,55,62,299,59.8,0
4057,18,4,2,7,66,99,92,83,93,98,465,93.0,2
4058,16,0,7,4,58,71,74,75,77,72,369,73.8,1
4059,18,0,2,4,83,74,70,82,72,72,370,74.0,1
4060,16,0,2,7,70,81,90,89,96,92,448,89.6,2
4061,16,2,3,3,76,47,61,47,58,69,282,56.4,0
4062,15,1,7,3,55,45,50,45,61,50,251,50.2,0
4063,15,2,3,5,83,81,72,74,79,74,380,76.0,1
4064,17,4,6,8,87,96,86,88,100,94,464,92.8,2
4065,17,0,5,7,85,95,94,90,91,90,460,92.0,2
4066,16,2,5,6,82,80,82,99,87,85,433,86.6,2
4067,17,0,2,7,86,84,100,88,82,81,435,87.0,2
4068,17,0,5,6,85,88,100,95,86,99,468,93.6,2
4069,16,2,5,6,94,95,93,81,99,94,462,92.4,2
4070,18,4,4,7,86,85,86,94,88,85,438,87.6,2
4071,17,2,4,6,70,90,91,90,83,98,452,90.4,2
4072,17,2,6,6,61,75,80,79,82,92,408,81.6,1
4073,17,0,2,5,65,82,80,72,73,73,380,76.0,1
4074,16,2,2,4,92,72,82,68,81,79,382,76.4,1
4075,16,1,4,4,93,75,77,81,86,71,390,78.0,1
4076,17,2,3,8,97,81,85,94,97,80,437,87.4,2
4077,17,2,2,3,74,56,59,66,64,86,331,66.2,0
4078,17,2,2,1,66,65,49,59,62,50,285,57.0,0
4079,16,4,4,8,84,95,95,95,83,92,460,92.0,2
4080,18,1,2,3,55,70,57,68,86,45,326,65.2,0
4081,17,2,6,6,72,76,67,69,74,76,362,72.4,1
4082,15,0,7,4,69,75,72,79,73,81,380,76.0,1
4083,17,0,2,6,58,74,77,78,68,86,383,76.6,1
4084,17,2,6,1,72,51,70,56,62,55,294,58.8,0
4085,17,2,5,6,90,80,68,77,86,75,386,77.2,1
4086,17,0,3,8,71,92,89,81,99,97,458,91.6,2
4087,17,0,4,6,91,82,73,81,79,92,407,81.4,1
4088,17,0,3,8,75,98,86,90,94,89,457,91.4,2
4089,17,2,7,3,76,49,48,51,63,64,275,55.0,0
4090,15,0,7,4,92,81,74,71,80,77,383,76.6,1
4091,18,0,7,4,78,68,81,80,81,76,386,77.2,1
4092,17,0,2,2,69,49,54,67,58,47,275,55.0,0
4093,16,4,2,7,87,95,92,80,96,90,453,90.6,2
4094,17,0,3,4,79,75,71,80,74,69,369,73.8,1
4095,18,2,3,8,84,98,92,97,96,100,483,96.6,2
4096,18,0,5,6,53,78,78,74,74,71,375,75.0,1
4097,16,2,3,6,85,93,99,89,85,83,449,89.8,2
4098,18,0,5,5,63,68,70,76,80,72,366,73.2,1
4099,17,0,4,4,84,70,78,70,79,72,369,73.8,1
4100,18,0,7,4,95,77,72,72,81,78,380,76.0,1
4101,15,2,4,8,82,98,100,98,97,95,488,97.6,2
4102,16,0,5,6,73,89,94,88,95,91,457,91.4,2
4103,17,4,4,8,68,80,86,96,89,92,443,88.6,2
4104,17,0,3,6,83,85,97,90,82,94,448,89.6,2
4105,18,0,7,6,99,91,99,90,87,97,464,92.8,2
4106,17,0,5,1,72,41,49,67,55,66,278,55.6,0
4107,15,1,3,4,54,70,73,72,79,78,372,74.4,1
4108,17,2,4,7,96,89,84,87,84,97,441,88.2,2
4109,15,0,2,5,83,81,74,73,77,81,386,77.2,1
4110,17,1,4,4,52,82,72,79,82,77,392,78.4,1
4111,17,0,7,2,64,41,47,67,47,65,267,53.4,0
4112,17,2,3,2,72,59,37,64,42,66,268,53.6,0
4113,15,0,6,2,55,51,67,66,64,65,313,62.6,0
4114,17,2,5,1,61,59,50,62,63,66,300,60.0,0
4115,16,0,7,4,91,74,71,73,78,72,368,73.6,1
4116,17,0,4,4,63,78,81,82,75,76,392,78.4,1
4117,18,0,2,4,57,68,77,77,79,86,387,77.4,1
4118,16,2,6,1,59,53,34,62,68,67,284,56.8,0
4119,16,0,3,7,81,100,84,93,99,92,468,93.6,2
4120,17,1,3,3,81,41,63,53,54,66,277,55.4,0
4121,15,2,5,6,84,98,80,98,90,96,462,92.4,2
4122,18,4,7,6,77,96,80,80,87,92,435,87.0,2
4123,15,1,5,5,82,68,68,80,75,73,364,72.8,1
4124,18,1,6,6,70,72,67,70,74,80,363,72.6,1
4125,18,2,2,6,85,81,71,75,79,75,381,76.2,1
4126,17,0,5,6,71,90,82,82,86,96,436,87.2,2
4127,15,1,5,4,69,72,68,72,68,69,349,69.8,1
4128,15,2,3,6,78,73,81,79,81,72,386,77.2,1
4129,16,0,2,7,88,97,84,93,93,84,451,90.2,2
4130,17,0,5,3,85,55,62,70,47,76,310,62.0,0
4131,17,0,4,6,100,100,83,98,88,99,468,93.6,2
4132,15,1,5,5,84,77,69,69,75,76,366,73.2,1
4133,17,1,4,2,68,61,59,52,52,76,300,60.0,0
4134,17,0,2,2,86,42,70,44,49,47,252,50.4,0
4135,17,2,4,7,97,100,82,88,97,87,454,90.8,2
4136,17,0,4,4,62,70,68,82,78,78,376,75.2,1
4137,18,2,4,2,69,48,49,60,58,69,284,56.8,0
4138,17,0,7,2,69,64,64,47,59,57,291,58.2,0
4139,16,0,2,6,77,68,73,71,75,79,366,73.2,1
4140,15,0,7,6,88,84,82,90,100,85,441,88.2,2
4141,15,0,4,5,87,82,72,82,69,74,379,75.8,1
4142,17,2,3,7,85,90,82,93,91,100,456,91.2,2
4143,16,2,5,3,56,54,60,66,43,76,299,59.8,0
4144,18,2,7,8,65,98,89,96,84,85,452,90.4,2
4145,17,2,5,3,55,62,51,68,45,63,289,57.8,0
4146,16,0,3,3,85,67,43,51,65,69,295,59.0,0
4147,16,2,3,3,68,59,59,60,54,61,293,58.6,0
4148,18,0,7,7,88,88,84,93,94,96,455,91.0,2
4149,16,2,4,2,67,68,43,47,42,57,257,51.4,0
4150,17,2,5,5,63,70,78,74,79,75,376,75.2,1
4151,17,2,3,8,97,96,82,80,93,91,442,88.4,2
4152,17,4,6,7,92,95,93,99,97,83,467,93.4,2
4153,16,0,5,3,61,50,49,47,47,76,269,53.8,0
4154,17,2,7,4,76,78,82,80,75,92,407,81.4,1
4155,16,0,2,1,50,45,61,67,69,72,314,62.8,0
4156,17,1,3,2,71,58,56,63,65,66,308,61.6,0
4157,17,1,2,4,92,78,82,79,68,73,380,76.0,1
4158,17,0,3,1,56,64,51,65,58,61,299,59.8,0
4159,16,2,2,6,66,68,75,69,81,75,368,73.6,1
4160,16,2,3,6,81,73,77,72,86,73,381,76.2,1
4161,16,0,2,6,66,77,71,75,77,76,376,75.2,1
4162,17,2,3,2,63,48,50,51,68,66,283,56.6,0
4163,17,1,2,4,59,77,67,75,78,73,370,74.0,1
4164,17,1,5,1,71,42,48,68,57,51,266,53.2,0
4165,15,0,3,1,52,49,57,61,42,63,272,54.4,0
4166,18,2,2,5,74,78,77,80,72,75,382,76.4,1
4167,16,0,2,5,95,69,71,72,71,75,358,71.6,1
4168,15,2,4,6,86,83,94,85,94,98,454,90.8,2
4169,15,2,3,2,57,65,56,65,51,62,299,59.8,0
4170,17,2,6,7,82,98,90,81,97,86,452,90.4,2
4171,16,0,2,6,89,71,67,69,75,69,351,70.2,1
4172,17,0,5,5,64,73,82,81,68,77,381,76.2,1
4173,18,0,7,3,50,59,60,48,57,69,293,58.6,0
4174,16,0,7,8,81,90,82,83,100,81,436,87.2,2
4175,16,2,4,8,82,95,95,89,100,95,474,94.8,2
4176,16,1,5,5,85,70,69,81,69,69,358,71.6,1
4177,16,4,5,6,73,87,83,90,93,87,440,88.0,2
4178,17,0,4,5,56,76,77,71,71,75,370,74.0,1
4179,17,2,3,6,92,81,81,70,68,71,371,74.2,1
4180,17,1,2,4,83,82,75,73,72,72,374,74.8,1
4181,17,2,5,6,96,93,100,98,90,97,478,95.6,2
4182,17,2,2,8,89,84,80,90,100,95,449,89.8,2
4183,15,0,5,4,63,69,74,78,71,71,363,72.6,1
4184,17,1,6,4,63,76,80,72,72,77,377,75.4,1
4185,15,1,4,5,53,75,69,69,72,73,358,71.6,1
4186,17,2,2,6,84,76,82,70,79,80,387,77.4,1
4187,16,0,7,6,78,69,73,69,73,92,376,75.2,1
4188,17,0,3,5,84,70,77,77,81,78,383,76.6,1
4189,17,1,5,1,58,67,59,56,41,67,290,58.0,0
4190,17,2,5,2,74,62,48,57,57,45,269,53.8,0
4191,15,0,7,5,64,70,69,76,73,81,369,73.8,1
4192,17,0,4,7,83,83,84,98,94,99,458,91.6,2
4193,16,0,2,6,89,92,89,80,92,88,441,88.2,2
4194,17,0,2,6,88,76,77,78,80,72,383,76.6,1
4195,16,1,2,4,61,74,69,74,69,81,367,73.4,1
4196,17,0,7,2,86,60,49,47,53,71,280,56.0,0
4197,17,4,5,6,83,82,83,91,90,92,438,87.6,2
4198,17,1,2,4,62,75,70,71,75,72,363,72.6,1
4199,16,1,2,8,97,98,91,95,100,92,476,95.2,2
4200,17,2,5,4,63,74,69,71,79,79,372,74.4,1
4201,17,1,6,7,82,97,93,82,85,96,453,90.6,2
4202,15,1,4,5,83,81,81,74,71,77,384,76.8,1
4203,18,0,5,2,50,52,44,41,56,54,247,49.4,0
4204,17,2,2,7,95,90,92,98,90,97,467,93.4,2
4205,17,1,4,7,87,85,91,92,90,99,457,91.4,2
4206,17,2,7,2,93,42,57,62,55,72,288,57.6,0
4207,18,0,4,6,86,85,81,83,86,87,422,84.4,2
4208,18,0,3,6,83,82,96,93,80,97,448,89.6,2
4209,16,0,5,7,83,89,81,89,84,95,438,87.6,2
4210,18,2,3,7,94,87,84,98,86,97,452,90.4,2
4211,17,2,7,4,75,78,81,71,68,81,379,75.8,1
4212,17,1,5,3,70,54,41,59,65,61,280,56.0,0
4213,15,2,6,2,57,58,45,45,42,66,256,51.2,0
4214,17,1,2,6,84,69,67,69,80,79,364,72.8,1
4215,16,2,2,3,55,66,61,55,56,72,310,62.0,0
4216,16,0,6,8,83,100,85,98,95,89,467,93.4,2
4217,17,1,2,4,93,72,67,69,78,75,361,72.2,1
4218,17,1,7,5,90,81,70,78,80,75,384,76.8,1
4219,16,2,7,6,78,82,92,96,91,96,457,91.4,2
4220,17,2,3,6,85,88,84,85,99,92,448,89.6,2
4221,16,2,3,3,73,55,48,66,64,58,291,58.2,0
4222,18,0,5,8,92,96,90,96,83,100,465,93.0,2
4223,18,0,7,8,71,80,94,84,90,86,434,86.8,2
4224,17,2,7,6,88,82,68,71,79,72,372,74.4,1
4225,16,2,5,5,53,74,82,70,80,80,386,77.2,1
4226,15,2,3,5,61,79,81,74,69,86,389,77.8,1
4227,17,1,2,6,75,82,81,99,86,98,446,89.2,2
4228,17,2,4,2,72,63,43,65,45,52,268,53.6,0
4229,16,2,3,7,82,91,82,80,87,90,430,86.0,2
4230,15,1,4,1,72,43,48,66,54,63,274,54.8,0
4231,15,1,4,5,65,71,67,72,78,78,366,73.2,1
4232,17,0,4,8,90,94,95,92,86,92,459,91.8,2
